注意（必ずお読みください）
この CSV は Claude が公式サイト等から作成した「下書き（たたき台）」です。確定データではありません。
- jan（JANコード）は信頼できる一覧が公開されておらず、誤りを避けるため原則 空欄にしています。実物のバーコードを読み取って各自で埋めてください。
- color_key（色系統）は色名から Claude が推定した目安です。実際の色味で適宜直してください。
- needs_check 列が yes の行は、特に確認が必要な箇所です。
- ファレホは公式カタログ（Catalogo 2026 R02）から番号・英語名を抽出して収録しました（Model Color / Model Air / Mecha Color / Game Color / Metal Color の単色、計666色）。note にカタログのページ番号を記載しています。
- True Metallic Metal / Game Air / Panzer Aces / Xpress Color / Premium Color / Liquid Gold は今回のカタログから確実に抽出できなかったため、シリーズ枠のみ残しています（name が「（...）」の行は取込時にスキップ。色を足すには行を複製し name と code を実物に書き換え）。
- 日本語名を取り込みたい場合は、ヘッダに name_ja 列を足し、各行に日本語名を書いてください（任意）。空欄や列なしの場合は英語名で表示します。
- name_ja（日本語名）は、英語名をきれいにカタカナ化できた色にだけ自動で入れた「参考の読み」です。公式の日本語名ではありません。固有色名を含むものは空欄（英語名で表示）にしています。公式名が分かるものは上書きしてください。
- Game Air（76.xxx・51色）は CC298 Game Air R02 の対応表から追加しました。
- Gaahleri（84色）は公式サイトの商品ページ（色見本・日本語名つき）から収録しました。hexは色見本からの目安、日本語名は公式表記です。JANは未収録。
- 採番規則：Model Color=70.xxx / Model Air=71.xxx / Mecha Color=69.xxx / Game Color=72.xxx / Game Air=72.7xx中心 / Metal Color=77.7xx / Panzer Aces=70.3xx / True Metallic Metal・Xpress Color・Premium Color・Liquid Gold=手元のボトルで要確認

maker,series,name,name_ja,code,jan,color_key,hex,needs_check,note
Vallejo,Model Color,Pale Blue,ペールブルー,70.906,,blue,#90a3a7,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Pale Grey Blue,ペールグレーブルー,70.907,,gray,#a8b5b5,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Carmine Red,カーミンレッド,70.908,,red,#96211e,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Vermilion,バーミリオン,70.909,,red,#c42a28,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Light Orange,ライトオレンジ,70.911,,orange,#ee7326,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Yellow Ochre,イエローオーカー,70.913,,yellow,#deaa46,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Green Ochre,グリーンオーカー,70.914,,green,#a07f37,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Deep Yellow,ディープイエロー,70.915,,yellow,#f0c700,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Sand Yellow,サンドイエロー,70.916,,yellow,#eac054,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Beige,ベージュ,70.917,,brown,#e0be6d,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Ivory,アイボリー,70.918,,other,#eae2d2,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Cold White,コールドホワイト,70.919,,white,#f6f5f9,no,Catalogo 2026 R02 p12
Vallejo,Model Color,German Uniform,ジャーマンユニフォーム,70.920,,other,#434f42,no,Catalogo 2026 R02 p12
Vallejo,Model Color,English Uniform,イングリッシュユニフォーム,70.921,,other,#6f532b,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Uniform Green,ユニフォームグリーン,70.922,,green,#48542f,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Blue,ブルー,70.925,,blue,#372c4b,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Red,レッド,70.926,,red,#7a2826,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Dark Flesh,ダークフレッシュ,70.927,,brown,#d2933a,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Light Flesh,ライトフレッシュ,70.928,,brown,#f3d4b8,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Light Brown,ライトブラウン,70.929,,brown,#a15b31,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Dark Blue,ダークブルー,70.930,,blue,#273462,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Smoke Ink,スモークインク,70.939,,other,#5d4944,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Saddle Brown,,70.940,,brown,#8b655b,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Burnt Umber,,70.941,,brown,#513b30,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Grey Blue,グレーブルー,70.943,,gray,#596e84,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Old Rose,オールドローズ,70.944,,pink,#bc6e6f,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Magenta,マゼンタ,70.945,,purple,#903055,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Dark Red,ダークレッド,70.946,,red,#692f25,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Dark Vermilion,ダークバーミリオン,70.947,,red,#b52a27,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Golden Yellow,ゴールデンイエロー,70.948,,metal,#f7a833,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Light Yellow,ライトイエロー,70.949,,yellow,#f7d346,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Black,ブラック,70.950,,black,#231c1d,no,Catalogo 2026 R02 p13
Vallejo,Model Color,White,ホワイト,70.951,,white,#ffffff,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Lemon Yellow,レモンイエロー,70.952,,yellow,#e5d203,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Flat Yellow,フラットイエロー,70.953,,yellow,#f6ba35,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Yellow Green,イエローグリーン,70.954,,yellow,#dedd26,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Flat Flesh,フラットフレッシュ,70.955,,brown,#df9a59,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Clear Orange,クリアオレンジ,70.956,,orange,#cc4625,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Flat Red,フラットレッド,70.957,,red,#a12b28,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Pink,ピンク,70.958,,pink,#b14e7c,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Purple,パープル,70.959,,purple,#533153,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Violet,バイオレット,70.960,,purple,#3c2c4b,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Sky Blue,スカイブルー,70.961,,blue,#75b7d0,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Flat Blue,フラットブルー,70.962,,blue,#3f4874,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Field Blue,フィールドブルー,70.964,,blue,#4d5257,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Prussian Blue,プルシアンブルー,70.965,,blue,#39415d,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Turquoise,ターコイズ,70.966,,blue,#0e425b,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Olive Green,オリーブグリーン,70.967,,green,#506237,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Flat Green,フラットグリーン,70.968,,green,#364b2d,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Park Green Flat,パークグリーンフラット,70.969,,green,#1f634a,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Deep Green,ディープグリーン,70.970,,green,#1c4c2f,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Light Green Grey,ライトグリーングレー,70.971,,gray,#b4b5ab,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Light Green Blue,ライトグリーンブルー,70.972,,green,#86968e,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Green Sky,グリーンスカイ,70.974,,green,#799165,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Military Green,ミリタリーグリーン,70.975,,green,#434234,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Buff,バフ,70.976,,other,#d6b04e,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Desert Yellow,デザートイエロー,70.977,,yellow,#b58547,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Dark Yellow,ダークイエロー,70.978,,yellow,#918739,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Cam. Dark Green,,70.979,,green,#263122,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Black Green,ブラックグリーン,70.980,,black,#28352a,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Orange Brown,オレンジブラウン,70.981,,orange,#ac633a,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Cavalry Brown,,70.982,,brown,#854438,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Flat Earth,フラットアース,70.983,,brown,#684429,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Flat Brown,フラットブラウン,70.984,,brown,#6f4037,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Hull Red,,70.985,,red,#5e3838,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Deck Tan,デッキタン,70.986,,brown,#aaa390,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Khaki,カーキ,70.988,,green,#786538,no,Catalogo 2026 R02 p12
Vallejo,Model Color,Sky Grey,スカイグレー,70.989,,gray,#a9aaab,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Light Grey,ライトグレー,70.990,,gray,#8f9293,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Dark Sea Grey,ダークシーグレー,70.991,,gray,#6c6b6a,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Neutral Grey,ニュートラルグレー,70.992,,gray,#61605f,no,Catalogo 2026 R02 p13
Vallejo,Model Color,White Grey,ホワイトグレー,70.993,,white,#e4e0de,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Dark Grey,ダークグレー,70.994,,gray,#322e34,no,Catalogo 2026 R02 p13
Vallejo,Model Color,German Grey,ジャーマングレー,70.995,,gray,#2d2e2b,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Gold,ゴールド,70.996,,metal,#be9b6b,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Silver,シルバー,70.997,,metal,#b9b6b5,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Bronze,ブロンズ,70.998,,metal,#897156,no,Catalogo 2026 R02 p13
Vallejo,Model Color,Copper,カッパー,70.999,,metal,#aa7462,no,Catalogo 2026 R02 p13
Vallejo,Model Air,White,ホワイト,71.001,,white,#ededed,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Red RLM23,,71.003,,red,#c82517,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Blue,ブルー,71.004,,blue,#354168,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Grey Blue,グレーブルー,71.005,,gray,#474b59,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Olive Green,オリーブグリーン,71.007,,green,#373b3a,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Pale Blue,ペールブルー,71.008,,blue,#759499,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Eau de Nil “D.E.Green”,,71.009,,green,#aab981,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Interior Green,,71.010,,green,#675f41,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Dark Green RLM83,,71.011,,green,#525047,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Dark Green,ダークグリーン,71.012,,green,#575643,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Yellow Olive,イエローオリーブ,71.013,,yellow,#474844,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Gunship Green,,71.014,,green,#4d5846,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Dark Green RLM71,,71.015,,green,#514a30,no,Catalogo 2026 R02 p28
Vallejo,Model Air,USAF Olive Drab,,71.016,,green,#655d49,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Russian Green 4BO,,71.017,,green,#575545,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Black Green,ブラックグリーン,71.018,,black,#484f50,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Camouf. Dark Green,,71.019,,green,#4f514b,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Green Brown,グリーンブラウン,71.020,,green,#4e4d42,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Black Green RLM70,,71.021,,black,#454b48,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Light Green RLM82,,71.022,,green,#4d5240,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Hemp,ヘンプ,71.023,,other,#857a5d,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Khaki Brown,カーキブラウン,71.024,,green,#92795c,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Dark Yellow,ダークイエロー,71.025,,yellow,#967a49,no,Catalogo 2026 R02 p28
Vallejo,Model Air,USA Flat Brown,,71.026,,brown,#896847,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Light Brown,ライトブラウン,71.027,,brown,#b19268,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Sand Yellow,サンドイエロー,71.028,,yellow,#a38d72,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Dark Earth,ダークアース,71.029,,brown,#625644,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Brown Green,ブラウングリーン,71.030,,green,#917049,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Middle Stone,ミドルストーン,71.031,,other,#997e50,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Golden Brown,ゴールデンブラウン,71.032,,metal,#876441,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Yellow Ochre,イエローオーカー,71.033,,yellow,#d9922e,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Sand Brown,サンドブラウン,71.034,,brown,#976b54,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Camouf. Pale Brown,,71.035,,brown,#705947,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Mahogany,マホガニー,71.036,,other,#4d3d36,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Mud Brown,マッドブラウン,71.037,,brown,#8e664c,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Hull Red,,71.039,,red,#483732,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Burnt Umber,,71.040,,brown,#40332c,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Armour Brown,,71.041,,brown,#453b38,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Dark Brown RLM61,,71.042,,brown,#ededed,no,Catalogo 2026 R02 p28
Vallejo,Model Air,US Olive Drab,,71.043,,green,#5c5347,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Grey RLM02,,71.044,,gray,#767463,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Cement Grey,,71.045,,gray,#909482,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Pale Blue Grey,ペールブルーグレー,71.046,,gray,#969ca0,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Grey,グレー,71.047,,gray,#575b62,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Engine Gray,,71.048,,gray,#535b67,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Sea Grey,シーグレー,71.049,,gray,#666971,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Light Gray,ライトグレー,71.050,,gray,#8e9397,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Neutral Gray,ニュートラルグレー,71.051,,gray,#72787d,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Anthracite Grey,,71.052,,gray,#505255,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Dark Sea Gray,ダークシーグレー,71.053,,gray,#51565b,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Dark Grey Blue,ダークグレーブルー,71.054,,gray,#4b4e55,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Black Grey RLM66,,71.055,,black,#515557,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Panzer Dark Grey,,71.056,,gray,#474749,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Black,ブラック,71.057,,black,#323132,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Aluminium (Metallic),,71.062,,metal,#cacad1,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Silver RLM01 (Metal.),,71.063,,metal,#cbcad4,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Chrome (Metallic),,71.064,,metal,#c8c6cf,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Steel (Metallic),,71.065,,metal,#d2d2dc,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Gold (Metallic),,71.066,,metal,#c1ad91,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Bright Brass (Metal.),,71.067,,metal,#c1b393,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Copper (Metallic),,71.068,,metal,#b39283,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Rust (Metallic),,71.069,,metal,#a3897b,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Signal Red (Metallic),,71.070,,metal,#dd98a2,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Arctic Blue (Metallic),,71.071,,metal,#726d7c,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Gunmetal (Metallic),,71.072,,metal,#a7a5aa,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Black (Metallic),,71.073,,black,#968f9a,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Beige,ベージュ,71.074,,brown,#e6c580,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Ivory,アイボリー,71.075,,other,#c1ae89,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Skin Tone,スキントーン,71.076,,other,#f9c391,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Wood,ウッド,71.077,,brown,#ededed,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Yellow RLM04,,71.078,,yellow,#e89f22,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Tan Earth,タンアース,71.079,,brown,#a8816c,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Rust,ラスト,71.080,,other,#ededed,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Ochre,オーカー,71.081,,brown,#7a6a3c,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Fluorescent Red,,71.082,,red,#ec604d,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Orange,オレンジ,71.083,,orange,#ededed,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Fire Red,ファイアレッド,71.084,,red,#873e31,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Ferrari Red,,71.085,,red,#af362b,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Light Red,ライトレッド,71.086,,red,#e1431e,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Steel Blue,スチールブルー,71.087,,metal,#1c3f55,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Light Sea Blue,ライトシーブルー,71.089,,blue,#00a4d8,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Deep Sky,ディープスカイ,71.090,,other,#273956,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Signal Blue,,71.091,,blue,#2a3340,no,Catalogo 2026 R02 p28
Vallejo,Model Air,NATO Green,,71.093,,green,#555b50,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Green Zinc Chromate,,71.094,,green,#58613c,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Pale Green,ペールグリーン,71.095,,green,#728354,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Olive Grey,オリーブグレー,71.096,,gray,#616758,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Light Blue RLM78,,71.101,,blue,#819596,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Red,レッド,71.102,,red,#b32c32,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Grey Blue RLM84,,71.103,,gray,#a1a49a,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Green RLM62,,71.104,,green,#5d5f46,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Brown RLM26,,71.105,,brown,#874237,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Ivory RLM05,,71.106,,other,#c6b36b,no,Catalogo 2026 R02 p28
Vallejo,Model Air,US Interior Yellow,,71.107,,yellow,#cca553,no,Catalogo 2026 R02 p28
Vallejo,Model Air,UK Azure Blue,,71.108,,blue,#718caf,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Faded P.R.U. Blue,,71.109,,blue,#546e77,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Dark Gray,ダークグレー,71.110,,gray,#565a5d,no,Catalogo 2026 R02 p28
Vallejo,Model Air,USAF Light Blue,,71.111,,blue,#556978,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Sand,サンド,71.112,,brown,#9f867c,no,Catalogo 2026 R02 p28
Vallejo,Model Air,IDF Blue,,71.113,,blue,#537588,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Blue Grey,ブルーグレー,71.115,,gray,#484c53,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Camouf. Grey Green,,71.116,,gray,#7d6b4f,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Camoufl age Brown,,71.117,,brown,#b0906f,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Camoufl age Grey,,71.118,,gray,#88765a,no,Catalogo 2026 R02 p28
Vallejo,Model Air,White Grey,ホワイトグレー,71.119,,white,#d9d7cc,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Dark Ghost Gray,ダークゴーストグレー,71.120,,gray,#8c979f,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Light Gull Gray,,71.121,,gray,#a9aba5,no,Catalogo 2026 R02 p28
Vallejo,Model Air,US Desert Armour,,71.122,,other,#ae9a81,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Dark Grey RLM42,,71.123,,gray,#555557,no,Catalogo 2026 R02 p28
Vallejo,Model Air,USAF Green,,71.124,,green,#505c5c,no,Catalogo 2026 R02 p28
Vallejo,Model Air,USAF Brown,,71.125,,brown,#8c7260,no,Catalogo 2026 R02 p28
Vallejo,Model Air,IDF/IAF Green,,71.126,,green,#788870,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Gray Violet,グレーバイオレット,71.128,,gray,#686561,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Light Rust,ライトラスト,71.129,,other,#ededed,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Orange Rust,オレンジラスト,71.130,,orange,#ededed,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Concrete,コンクリート,71.131,,other,#797064,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Aged White,,71.132,,white,#e4d3b2,no,Catalogo 2026 R02 p28
Vallejo,Model Air,Dirt,,71.133,,other,#7b6342,no,Catalogo 2026 R02 p28
Vallejo,Model Air,IJA Midouri Green,,71.134,,green,#424c3e,no,Catalogo 2026 R02 p28
Vallejo,Model Air,IJA Chrome Yellow,,71.135,,metal,#f4a700,no,Catalogo 2026 R02 p28
Vallejo,Model Air,IJA Earth Brown,,71.136,,brown,#7b654f,no,Catalogo 2026 R02 p28
Vallejo,Model Air,US Light Green,,71.137,,green,#696643,no,Catalogo 2026 R02 p28
Vallejo,Model Air,US Sand,,71.138,,brown,#96866a,no,Catalogo 2026 R02 p28
Vallejo,Model Air,US Field Drab,,71.139,,other,#6d5c44,no,Catalogo 2026 R02 p29
Vallejo,Model Air,US Desert Sand,,71.140,,brown,#a98e7c,no,Catalogo 2026 R02 p29
Vallejo,Model Air,IDF Sand Grey,,71.141,,gray,#ab9f87,no,Catalogo 2026 R02 p29
Vallejo,Model Air,IDF Sinai Grey,,71.142,,gray,#7b7467,no,Catalogo 2026 R02 p29
Vallejo,Model Air,UK Light Stone,,71.143,,other,#b39b6a,no,Catalogo 2026 R02 p29
Vallejo,Model Air,USAAF Aircraft,,71.185,,other,#ffffff,no,Catalogo 2026 R02 p32
Vallejo,Model Air,Sand Beige,サンドベージュ,71.244,,brown,#b79f7e,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Loam Beige,,71.245,,brown,#988865,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Yellow Brown,イエローブラウン,71.246,,yellow,#98866a,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Light Olive,ライトオリーブ,71.247,,green,#69624a,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Brown Grey,ブラウングレー,71.248,,gray,#676259,no,Catalogo 2026 R02 p29
Vallejo,Model Air,NATO Brown,,71.249,,brown,#5f4f47,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Bronze Green,ブロンズグリーン,71.250,,metal,#57584c,no,Catalogo 2026 R02 p29
Vallejo,Model Air,NATO Black,,71.251,,black,#333233,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Light Blue RLM65,,71.255,,blue,#8a9f9b,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Green RLM73,,71.256,,green,#474e48,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Light Blue RLM76,,71.257,,blue,#98aaa7,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Grey Green RLM74,,71.258,,gray,#545651,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Grey Violet RLM75,,71.259,,gray,#646567,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Light Grey RLM63,,71.260,,gray,#6d7064,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Airbrush,,71.262,,other,#ffffff,no,Catalogo 2026 R02 p13
Vallejo,Model Air,Green RLM72,,71.263,,green,#474741,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Brown Violet RLM81,,71.264,,purple,#675d4c,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Olive Green RLM80,,71.265,,green,#4b5041,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Dark Blue RLM24,,71.266,,blue,#374962,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Light Green RLM25,,71.267,,green,#4a796d,no,Catalogo 2026 R02 p29
Vallejo,Model Air,German Grey,ジャーマングレー,71.268,,gray,#494b44,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Red,レッド,71.269,,red,#9f3d34,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Off-White,オフホワイト,71.270,,white,#e6d9be,no,Catalogo 2026 R02 p29
Vallejo,Model Air,German Red Brown,ジャーマンレッドブラウン,71.271,,red,#684339,no,Catalogo 2026 R02 p29
Vallejo,Model Air,German Yellow Brown,ジャーマンイエローブラウン,71.272,,yellow,#856f4c,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Ocean Gray,,71.273,,gray,#6d7682,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Aggressor Gray,,71.274,,gray,#7c7d82,no,Catalogo 2026 R02 p29
Vallejo,Model Air,USAF Light Gray,,71.276,,gray,#c2c5c0,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Dark Gull Gray,,71.277,,gray,#828383,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Sand Yellow RLM79,,71.278,,yellow,#967651,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Insignia White,,71.279,,white,#ededed,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Camoufl age Gray,,71.280,,gray,#6c6d6b,no,Catalogo 2026 R02 p29
Vallejo,Model Air,3B Russian Green,,71.281,,green,#484845,no,Catalogo 2026 R02 p29
Vallejo,Model Air,6K Russian Brown,,71.282,,brown,#4d4541,no,Catalogo 2026 R02 p29
Vallejo,Model Air,7K Russian Tan,,71.283,,brown,#7c725c,no,Catalogo 2026 R02 p29
Vallejo,Model Air,UK Light Mud,,71.284,,other,#857f70,no,Catalogo 2026 R02 p29
Vallejo,Model Air,IJA Dark Green,,71.285,,green,#575545,no,Catalogo 2026 R02 p29
Vallejo,Model Air,IJA Olive Green,,71.286,,green,#514a30,no,Catalogo 2026 R02 p29
